ID,Expression,HalideResult,HalideTime
498,( != ( / ( + ( * v0 32 ) 72 ) 7 ) 0 ),0,437
589,( == ( * ( / ( + ( * ( max ( min ( * ( min ( + ( * v1 -1000 ) v2 ) 1000 ) -2 ) 1 ) -62 ) 4 ) ( * ( max ( + ( + ( * ( min ( + ( * v1 -1000 ) ( + v2 v3 ) ) ( + v3 1000 ) ) -8 ) ( * ( / ( + ( * ( min ( + ( * v1 -1000 ) v2 ) 1000 ) 8 ) 1 ) 4004 ) 4004 ) ) ( * v3 8 ) ) -4002 ) -1 ) ) 4 ) 4 ) ( + ( * ( max ( min ( * ( min ( + ( * v1 -1000 ) v2 ) 1000 ) -2 ) 1 ) -62 ) 4 ) ( * ( max ( + ( + ( * ( min ( + ( * v1 -1000 ) ( + v2 v3 ) ) ( + v3 1000 ) ) -8 ) ( * ( / ( + ( * ( min ( + ( * v1 -1000 ) v2 ) 1000 ) 8 ) 1 ) 4004 ) 4004 ) ) ( * v3 8 ) ) -4002 ) -1 ) ) ),0,4594
590,( == ( * ( / ( min ( - ( max ( min ( min ( + ( + ( + ( min ( * ( / ( + ( min ( + ( * v2 -501 ) ( - v3 ( / v1 2 ) ) ) 499 ) 7 ) 127 ) 127 ) 380 ) ( * v2 501 ) ) ( / v1 2 ) ) 119 ) v3 ) 999 ) 0 ) ( max ( min ( + ( * v2 501 ) ( + ( / v1 2 ) 119 ) ) ( min v3 1125 ) ) 126 ) ) -128 ) 8 ) 8 ) ( min ( - ( max ( min ( min ( + ( + ( + ( min ( * ( / ( + ( min ( + ( * v2 -501 ) ( - v3 ( / v1 2 ) ) ) 499 ) 7 ) 127 ) 127 ) 380 ) ( * v2 501 ) ) ( / v1 2 ) ) 119 ) v3 ) 999 ) 0 ) ( max ( min ( + ( * v2 501 ) ( + ( / v1 2 ) 119 ) ) ( min v3 1125 ) ) 126 ) ) -128 ) ),0,5106
645,( >= ( / ( + v0 v1 ) 8 ) ( - ( + ( / ( + v0 v1 ) 8 ) ( / ( + ( % ( + v0 v1 ) 8 ) 143 ) 8 ) ) 1 ) ),0,92
663,( <= ( max 0 ( + ( min ( - 283 ( * ( % v0 32 ) 9 ) ) ( - ( + 0 9 ) 1 ) ) 1 ) ) 0 ),0,63
686,( <= ( max ( / ( + ( % ( + v0 4 ) 8 ) 515 ) 8 ) ( + ( - ( max ( / ( + v0 507 ) 8 ) ( + ( min ( / ( + v0 483 ) 8 ) ( + ( / v0 8 ) ( * ( / ( + ( % ( + ( min ( * v1 1000 ) ( - v2 1000 ) ) v3 ) 8 ) 507 ) 32 ) 4 ) ) ) 3 ) ) ( / v0 8 ) ) 1 ) ) 1024 ),0,2042
700,( <= ( + ( max ( - ( + ( / ( + ( + ( * v0 250 ) v1 ) 31 ) 8 ) ( * ( / ( + ( + ( - ( * v0 250 ) ( * ( / ( + ( + ( * v0 250 ) v1 ) 15 ) 8 ) 8 ) ) v1 ) 257 ) 24 ) 3 ) ) ( / ( + ( + ( * v0 250 ) v1 ) 15 ) 8 ) ) 2 ) 1 ) 1024 ),0,1881
702,( >= ( max ( / ( + ( - v0 v1 ) 6 ) 87 ) 0 ) ( - ( + ( max ( / ( + ( - v0 v1 ) 6 ) 87 ) 0 ) ( - ( / ( + ( - v0 v1 ) 92 ) 87 ) ( max ( / ( + ( - v0 v1 ) 6 ) 87 ) 0 ) ) ) 1 ) ),1,125
744,( <= ( max 0 ( + ( min ( / ( + ( % ( + ( min ( * v0 64 ) ( - v1 64 ) ) v2 ) 4 ) 55 ) 16 ) ( - ( + 0 5 ) 1 ) ) 1 ) ) 0 ),0,69
756,( != ( + ( / ( * v0 32 ) 13 ) 6 ) 0 ),0,367
764,( <= ( max 0 ( + ( min ( / ( + ( % v0 2 ) 175 ) 89 ) ( - ( + 0 3 ) 1 ) ) 1 ) ) 0 ),0,44
767,( >= 0 ( - ( + 0 ( + ( - ( - ( / ( min ( - ( - ( - ( / ( + ( + v0 v1 ) 7 ) 8 ) ( * v2 128 ) ) ( * v3 32 ) ) ( / v1 8 ) ) ( + ( * ( min ( + ( * v4 3 ) v5 ) 7 ) 4 ) 3 ) ) 4 ) v5 ) ( * v4 3 ) ) 1 ) ) 1 ) ),0,1776
780,( >= ( / ( + ( + v0 v1 ) v2 ) 4 ) ( + ( + ( / ( + ( + ( - v0 1 ) v1 ) v2 ) 4 ) 1 ) 1 ) ),0,115
848,( >= ( max ( / ( + v0 23 ) 516 ) 0 ) ( - ( + ( max ( / ( + v0 23 ) 516 ) 0 ) ( max ( - ( / ( + v0 538 ) 516 ) ( max ( / ( + v0 23 ) 516 ) 0 ) ) 0 ) ) 1 ) ),0,772
880,( == ( - ( min ( * ( max ( + ( * v0 5 ) v1 ) 8 ) 16 ) 140 ) 140 ) ( - 6 ( * v2 4 ) ) ),0,61
927,( == ( * ( / ( min ( + ( * v0 252 ) ( - ( * ( max ( min ( / v1 4 ) 499 ) 0 ) 4 ) 5 ) ) ( - ( * ( max ( min ( / ( - ( + v2 v1 ) 1 ) 4 ) 499 ) 0 ) 4 ) 249 ) ) 8 ) 8 ) ( min ( + ( * v0 252 ) ( - ( * ( max ( min ( / v1 4 ) 499 ) 0 ) 4 ) 5 ) ) ( - ( * ( max ( min ( / ( - ( + v2 v1 ) 1 ) 4 ) 499 ) 0 ) 4 ) 249 ) ) ),0,1474
981,( >= ( max ( / ( + ( * ( - v0 v1 ) 8 ) 44 ) 1044 ) 0 ) ( - ( + ( max ( / ( + ( * ( - v0 v1 ) 8 ) 44 ) 1044 ) 0 ) ( - ( / ( + ( * ( - v0 v1 ) 8 ) 1091 ) 1044 ) ( max ( / ( + ( * ( - v0 v1 ) 8 ) 44 ) 1044 ) 0 ) ) ) 1 ) ),0,1279
1006,( <= ( + ( / ( + ( + ( + v0 v1 ) v2 ) v3 ) 8 ) 1 ) ( - ( / ( + ( + ( + ( - v0 1 ) v1 ) v2 ) v3 ) 8 ) 1 ) ),0,98
1023,( >= ( / ( + ( + v0 v1 ) v2 ) 65 ) ( + ( + ( / ( + ( + ( - v0 1 ) v1 ) v2 ) 65 ) 1 ) 1 ) ),0,95
1027,( == ( * ( / ( * ( max ( min ( * ( max ( min ( + ( * ( % ( / v4 ( / ( + v5 37 ) 32 ) ) ( / ( + v6 137 ) 132 ) ) 132 ) ( - ( / v3 8 ) 5 ) ) ( min ( / ( - ( + v2 v3 ) 977 ) 8 ) 249 ) ) 0 ) 8 ) ( + ( * ( max ( min ( + ( * ( % ( / v4 ( / ( + v5 37 ) 32 ) ) ( / ( + v6 137 ) 132 ) ) 132 ) ( - ( / v3 8 ) 5 ) ) ( min ( / ( - ( + v2 v3 ) 977 ) 8 ) 250 ) ) 1 ) 8 ) 7 ) ) 12 ) -1 ) 4 ) 4 ) ( * ( max ( min ( * ( max ( min ( + ( * ( % ( / v4 ( / ( + v5 37 ) 32 ) ) ( / ( + v6 137 ) 132 ) ) 132 ) ( - ( / v3 8 ) 5 ) ) ( min ( / ( - ( + v2 v3 ) 977 ) 8 ) 249 ) ) 0 ) 8 ) ( + ( * ( max ( min ( + ( * ( % ( / v4 ( / ( + v5 37 ) 32 ) ) ( / ( + v6 137 ) 132 ) ) 132 ) ( - ( / v3 8 ) 5 ) ) ( min ( / ( - ( + v2 v3 ) 977 ) 8 ) 250 ) ) 1 ) 8 ) 7 ) ) 12 ) -1 ) ),0,3207
1097,( <= ( max 0 ( + ( min ( - 112 ( * ( % v0 8 ) 15 ) ) ( - ( + 0 15 ) 1 ) ) 1 ) ) 0 ),0,76
1116,( != ( / ( + ( * v0 64 ) 124 ) 36 ) 0 ),0,1713
1150,( == ( - ( * v0 8 ) 44 ) ( - ( + ( - ( * v0 8 ) 44 ) ( + ( * ( min ( - ( - ( * ( / ( + ( + v1 v2 ) 64 ) 65 ) 8 ) ( * v3 17 ) ) ( * ( / v2 65 ) 8 ) ) -7 ) 8 ) 194 ) ) 1 ) ),0,246
1161,( < ( + ( / ( + ( + ( min ( * v0 63 ) 62 ) v1 ) v2 ) 8 ) 1 ) ( / ( + ( + ( min ( * v0 63 ) 62 ) ( + v1 1 ) ) v2 ) 8 ) ),0,120
1163,( <= ( + ( / ( + v0 v1 ) 2 ) 1 ) ( - ( / ( + ( - v0 1 ) v1 ) 2 ) 1 ) ),0,71
1205,( >= 0 ( - ( + 0 ( / ( + ( % ( + v0 v1 ) 32 ) 540 ) 32 ) ) 1 ) ),0,49
1227,( >= 0 ( - ( + 0 ( / ( + ( % ( + v0 v1 ) 8 ) 94 ) 32 ) ) 1 ) ),0,35
1247,( == 0 ( - ( + 0 ( / ( + ( % ( + v0 v1 ) 16 ) 313 ) 32 ) ) 1 ) ),0,72
1268,( <= ( max 0 ( + ( min ( - 83 ( * ( % v0 8 ) 11 ) ) ( - ( + 0 11 ) 1 ) ) 1 ) ) 0 ),0,70
1272,( && ( && ( && ( && ( && ( && 1 ( <= ( - ( + ( * ( + ( * ( / ( - ( + ( min v0 4 ) v1 ) 4 ) 8 ) 2 ) 0 ) 4 ) 0 ) 5 ) ( - ( * ( + 0 ( / ( - ( + ( min v0 4 ) v1 ) 4 ) 8 ) ) 8 ) 5 ) ) ) ( >= ( - ( + ( * ( + ( * ( / ( - ( + ( min v0 4 ) v1 ) 4 ) 8 ) 2 ) ( + ( * ( - ( + ( / ( + ( + ( min v0 4 ) v1 ) 20 ) 8 ) ( * ( / v2 4 ) 4 ) ) ( / ( - ( + ( min v0 4 ) v1 ) 4 ) 8 ) ) 2 ) 2 ) ) 4 ) 3 ) 5 ) ( + ( * ( + ( - ( + 4 0 ) 1 ) ( + ( / ( - ( + ( min v0 4 ) v1 ) 4 ) 8 ) ( * ( / v2 4 ) 4 ) ) ) 8 ) ( - ( - 11 5 ) 1 ) ) ) ) ( <= ( - ( * v3 8 ) 5 ) ( - ( * v3 8 ) 5 ) ) ) ( >= ( + ( * v3 8 ) ( - ( - 11 5 ) 1 ) ) ( + ( * v3 8 ) ( - ( - 11 5 ) 1 ) ) ) ) ( <= v4 v4 ) ) ( >= v4 v4 ) ),1,471
1316,( >= ( max ( / ( + ( - v0 v1 ) 8 ) 64 ) 0 ) ( - ( + ( max ( / ( + ( - v0 v1 ) 8 ) 64 ) 0 ) ( max ( - ( / ( + ( - v0 v1 ) 71 ) 64 ) ( max ( / ( + ( - v0 v1 ) 8 ) 64 ) 0 ) ) 0 ) ) 1 ) ),0,976
1319,( == 0 ( - ( + 0 ( / ( + ( % ( + v0 v1 ) 4 ) 143 ) 16 ) ) 1 ) ),0,532
1352,( == ( * ( / ( * ( / ( + ( % ( + ( min ( * v0 125 ) ( - v1 125 ) ) v2 ) 8 ) 132 ) 8 ) 8 ) 28 ) 28 ) ( * ( / ( + ( % ( + ( min ( * v0 125 ) ( - v1 125 ) ) v2 ) 8 ) 132 ) 8 ) 8 ) ),0,76
1536,( >= ( / ( + ( * ( - ( / ( + ( max ( * ( / ( + ( + v0 v1 ) 64 ) 65 ) 64 ) 1975 ) 40 ) 32 ) ( / ( - ( min ( * ( / v1 65 ) 64 ) 4 ) 6 ) 32 ) ) 32 ) 67 ) 36 ) 0 ),1,108
1611,( >= 0 ( - ( + 0 ( + ( / ( - 81 ( max ( - ( * v0 16 ) v1 ) ( + ( * v2 16 ) 77 ) ) ) 4 ) ( * v2 4 ) ) ) 1 ) ),0,955
1662,( == 0 ( - ( + 0 ( / ( + ( % ( + v0 v1 ) 16 ) 188 ) 64 ) ) 1 ) ),0,64
1667,( == ( * ( / ( * ( min ( + ( * v1 16 ) ( * v2 8 ) ) ( + ( * ( min ( + ( * v1 2 ) v2 ) ( + v3 3 ) ) 8 ) 12 ) ) -1 ) 4 ) 4 ) ( * ( min ( + ( * v1 16 ) ( * v2 8 ) ) ( + ( * ( min ( + ( * v1 2 ) v2 ) ( + v3 3 ) ) 8 ) 12 ) ) -1 ) ),0,1458
1696,( <= ( max 0 ( + ( min ( - 114 ( * ( % v0 4 ) 29 ) ) ( - ( + 0 29 ) 1 ) ) 1 ) ) 0 ),0,65
1837,( >= ( / ( + ( - ( / ( + ( + v0 v1 ) 3 ) 4 ) v2 ) 1 ) 4 ) ( / ( - ( - ( / ( + ( + v0 v1 ) 7 ) 4 ) v2 ) 1 ) 4 ) ),0,1105
1854,( >= ( max ( / ( + v0 9 ) 4 ) 0 ) ( - ( + ( max ( / ( + v0 9 ) 4 ) 0 ) ( + ( - ( max ( / v0 4 ) -3 ) ( max ( / ( + v0 9 ) 4 ) 0 ) ) 3 ) ) 1 ) ),0,755
1992,( >= ( max ( / ( + ( min ( - v0 v1 ) 127 ) 6 ) 68 ) 0 ) ( - ( + ( max ( / ( + ( min ( - v0 v1 ) 127 ) 6 ) 68 ) 0 ) ( - ( / ( + ( min ( - v0 v1 ) 127 ) 73 ) 68 ) ( max ( / ( + ( min ( - v0 v1 ) 127 ) 6 ) 68 ) 0 ) ) ) 1 ) ),1,163
2050,( == 0 ( - ( + 0 ( + ( max ( min ( * ( - ( / ( max ( / ( + ( + v0 v1 ) 7 ) 8 ) 255 ) 16 ) v2 ) 4 ) 14 ) -10 ) 10 ) ) 1 ) ),0,167
2167,( <= ( max 0 ( + ( min ( / ( + ( % v0 4 ) 207 ) 48 ) ( - ( + 0 6 ) 1 ) ) 1 ) ) 0 ),0,55
2305,( >= ( + ( max ( / ( - v0 v1 ) 4 ) -8 ) 8 ) ( - ( + ( + ( max ( / ( - v0 v1 ) 4 ) -8 ) 8 ) ( - ( - ( / ( + ( - v0 v1 ) 35 ) 4 ) ( max ( / ( - v0 v1 ) 4 ) -8 ) ) 8 ) ) 1 ) ),1,188
2342,( <= ( + ( max ( - ( * ( + ( + ( * v0 125 ) v1 ) ( + ( * v2 63 ) v3 ) ) 2 ) ( max ( * ( + ( * v2 63 ) ( + ( * v0 125 ) v1 ) ) 2 ) ( + ( * ( + ( + ( * v2 63 ) v3 ) ( + ( * v0 125 ) v1 ) ) 2 ) 1 ) ) ) 0 ) 3 ) 1024 ),0,1858
2396,( <= ( + ( max ( - ( max ( / ( + v0 70 ) 8 ) ( + ( min ( / ( + v0 54 ) 8 ) ( + ( / v0 8 ) ( * ( / ( + ( % v0 8 ) 70 ) 24 ) 3 ) ) ) 2 ) ) ( / v0 8 ) ) ( - ( max ( / ( + ( + ( min ( * v1 63 ) 937 ) v0 ) 70 ) 8 ) ( + ( min ( / ( + ( + ( min ( * v1 63 ) 937 ) v0 ) 54 ) 8 ) ( + ( / ( + ( + ( * v1 63 ) v0 ) 15 ) 8 ) ( * ( / ( - ( / ( + ( + ( min ( * v1 63 ) 937 ) v0 ) 70 ) 8 ) ( / ( + ( + ( * v1 63 ) v0 ) 15 ) 8 ) ) 3 ) 3 ) ) ) 2 ) ) ( / ( + ( min ( * v1 63 ) 937 ) v0 ) 8 ) ) ) 1 ) 1024 ),0,4858
2471,( <= ( max 0 ( + ( min ( / ( + ( % ( + ( min ( * v0 1000 ) ( - v1 1000 ) ) v2 ) 2 ) 497 ) 4 ) ( - ( + 0 126 ) 1 ) ) 1 ) ) 0 ),0,72
2519,( <= ( max 0 ( + ( min ( / ( + ( % ( + ( min ( * v0 125 ) ( - v1 125 ) ) v2 ) 8 ) 108 ) 32 ) ( - ( + 0 5 ) 1 ) ) 1 ) ) 0 ),0,81
2553,( >= 0 ( - ( + 0 ( - 76 ( max ( * ( % v0 8 ) 10 ) 66 ) ) ) 1 ) ),0,55
2606,( >= 0 ( - ( + 0 ( / ( + ( % ( + v0 v1 ) 8 ) 571 ) 32 ) ) 1 ) ),0,64
2616,( >= ( max ( / ( + ( - ( max v0 0 ) v1 ) 1 ) 62 ) 0 ) ( - ( + ( max ( / ( + ( - ( max v0 0 ) v1 ) 1 ) 62 ) 0 ) ( - ( / ( + ( - ( max v0 0 ) v1 ) 63 ) 62 ) ( max ( / ( + ( - ( max v0 0 ) v1 ) 1 ) 62 ) 0 ) ) ) 1 ) ),1,145
2681,( && ( && ( && ( && ( && ( && 1 ( <= ( max ( - v0 1 ) v1 ) ( / ( - ( + ( * ( + ( * v1 8 ) 0 ) 4 ) 0 ) 6 ) 32 ) ) ) ( >= v1 ( / ( - ( + ( * ( + ( * v1 8 ) 3 ) 4 ) 3 ) 6 ) 32 ) ) ) ( <= ( - ( + ( * ( + ( * ( / v2 63 ) 2 ) 0 ) 4 ) 0 ) 6 ) ( - ( * ( / v2 63 ) 8 ) 6 ) ) ) ( >= ( - ( + ( * ( + ( * ( / v2 63 ) 2 ) ( + ( * ( / v3 8 ) 16 ) 17 ) ) 4 ) 3 ) 6 ) ( + ( * ( + ( / v2 63 ) ( * ( / v3 8 ) 8 ) ) 8 ) 65 ) ) ) ( <= v4 v4 ) ) ( >= ( - ( + v5 v4 ) 1 ) ( - ( + v5 v4 ) 1 ) ) ),0,636
2698,( == ( * ( / ( min ( * ( min ( + ( * v3 128 ) ( + ( / v2 4 ) 127 ) ) ( / ( + ( + v1 v2 ) 3 ) 4 ) ) 4 ) ( + ( * ( + ( + ( * ( / ( + ( min ( + ( * v3 -128 ) ( - ( / ( + ( + v1 v2 ) 3 ) 4 ) ( / v2 4 ) ) ) 127 ) 1 ) 64 ) 64 ) ( * v3 128 ) ) ( / v2 4 ) ) 4 ) 250 ) ) 4 ) 4 ) ( min ( * ( min ( + ( * v3 128 ) ( + ( / v2 4 ) 127 ) ) ( / ( + ( + v1 v2 ) 3 ) 4 ) ) 4 ) ( + ( * ( + ( + ( * ( / ( + ( min ( + ( * v3 -128 ) ( - ( / ( + ( + v1 v2 ) 3 ) 4 ) ( / v2 4 ) ) ) 127 ) 1 ) 64 ) 64 ) ( * v3 128 ) ) ( / v2 4 ) ) 4 ) 250 ) ) ),0,3664
2706,( <= ( / ( + v0 v1 ) 16 ) ( - ( / ( + ( - v0 1 ) v1 ) 16 ) 1 ) ),0,69
2799,( >= ( max ( / ( + ( - v0 v1 ) 32 ) 1028 ) 0 ) ( - ( + ( max ( / ( + ( - v0 v1 ) 32 ) 1028 ) 0 ) ( max ( - ( / ( + ( - v0 v1 ) 1059 ) 1028 ) ( max ( / ( + ( - v0 v1 ) 32 ) 1028 ) 0 ) ) 0 ) ) 1 ) ),0,985
2834,( >= 0 ( - ( + 0 ( - 41 ( max ( * ( % v0 4 ) 11 ) 30 ) ) ) 1 ) ),0,49
2924,( >= ( max ( / ( + ( * ( - v0 v1 ) 8 ) 44 ) 1044 ) 0 ) ( - ( + ( max ( / ( + ( * ( - v0 v1 ) 8 ) 44 ) 1044 ) 0 ) ( - ( / ( + ( * ( - v0 v1 ) 8 ) 1091 ) 1044 ) ( max ( / ( + ( * ( - v0 v1 ) 8 ) 44 ) 1044 ) 0 ) ) ) 1 ) ),0,1565
2966,( == ( * ( / ( * ( min ( + ( * v2 1024 ) ( * ( / v1 32 ) 32 ) ) ( + ( * ( min ( + ( * v2 32 ) ( - ( / v1 32 ) 1 ) ) ( / ( - ( + v3 v1 ) 1 ) 32 ) ) 32 ) 76 ) ) -1 ) 4 ) 4 ) ( * ( min ( + ( * v2 1024 ) ( * ( / v1 32 ) 32 ) ) ( + ( * ( min ( + ( * v2 32 ) ( - ( / v1 32 ) 1 ) ) ( / ( - ( + v3 v1 ) 1 ) 32 ) ) 32 ) 76 ) ) -1 ) ),0,3110
2985,( == ( * ( / ( min ( - ( max ( + ( max ( min ( + ( * v1 128 ) v2 ) ( - ( min ( + v3 v2 ) 2000 ) 128 ) ) -127 ) 11 ) ( + ( min ( * v1 128 ) ( - v3 128 ) ) v2 ) ) ( min ( min ( - ( max ( min ( + ( * v1 128 ) v2 ) ( - ( min ( + v3 v2 ) 2127 ) 128 ) ) 0 ) 11 ) ( + ( * v1 128 ) v2 ) ) ( - ( + v3 v2 ) 128 ) ) ) -96 ) 4 ) 4 ) ( min ( - ( max ( + ( max ( min ( + ( * v1 128 ) v2 ) ( - ( min ( + v3 v2 ) 2000 ) 128 ) ) -127 ) 11 ) ( + ( min ( * v1 128 ) ( - v3 128 ) ) v2 ) ) ( min ( min ( - ( max ( min ( + ( * v1 128 ) v2 ) ( - ( min ( + v3 v2 ) 2127 ) 128 ) ) 0 ) 11 ) ( + ( * v1 128 ) v2 ) ) ( - ( + v3 v2 ) 128 ) ) ) -96 ) ),0,2532
2986,( != ( / ( + ( * v0 2048 ) 5045 ) 789 ) 0 ),0,435
3059,( == ( / ( - v0 3927 ) 4 ) ( - ( + ( / ( - v0 3927 ) 4 ) ( / ( + ( % ( + v0 1 ) 4 ) 11 ) 4 ) ) 1 ) ),0,99
3125,( < ( + ( / ( + ( + ( min ( * v0 8 ) 117 ) v1 ) v2 ) 16 ) 1 ) ( / ( + ( + ( min ( * v0 8 ) 117 ) ( + v1 1 ) ) v2 ) 16 ) ),0,118
3126,( >= ( max ( / ( + v0 23 ) 516 ) 0 ) ( - ( + ( max ( / ( + v0 23 ) 516 ) 0 ) ( max ( - ( / ( + v0 538 ) 516 ) ( max ( / ( + v0 23 ) 516 ) 0 ) ) 0 ) ) 1 ) ),0,683
3226,( && ( && ( && ( && ( && ( && 1 ( <= ( - ( + ( + ( * 0 4 ) 0 ) ( + ( min v0 4 ) v1 ) ) 4 ) ( + 0 ( - ( + ( min v0 4 ) v1 ) 4 ) ) ) ) ( >= ( - ( + ( + ( * 62 4 ) 3 ) ( + ( * ( / ( - ( max v0 4 ) 1 ) 252 ) 252 ) ( + ( min v0 4 ) v1 ) ) ) 4 ) ( + ( - ( + 4 0 ) 1 ) ( - ( + v0 v1 ) 4 ) ) ) ) ( <= ( + 0 ( + ( min ( * v2 63 ) 62 ) v3 ) ) ( + ( + ( min ( * v2 63 ) 62 ) 0 ) v3 ) ) ) ( >= ( + 31 ( + ( + ( min ( * v2 63 ) 62 ) v3 ) 32 ) ) ( + ( + ( min ( * v2 63 ) 62 ) ( - ( + 63 0 ) 1 ) ) v3 ) ) ) ( <= v4 v4 ) ) ( >= v4 v4 ) ),0,1305
3254,( >= ( max ( / ( + ( - v0 v1 ) 13 ) 16 ) 0 ) ( - ( + ( max ( / ( + ( - v0 v1 ) 13 ) 16 ) 0 ) ( max ( - ( / ( + ( - v0 v1 ) 28 ) 16 ) ( max ( / ( + ( - v0 v1 ) 13 ) 16 ) 0 ) ) 0 ) ) 1 ) ),0,973
3320,( >= ( max ( / ( + ( - v0 v1 ) 32 ) 1028 ) 0 ) ( - ( + ( max ( / ( + ( - v0 v1 ) 32 ) 1028 ) 0 ) ( max ( - ( / ( + ( - v0 v1 ) 1059 ) 1028 ) ( max ( / ( + ( - v0 v1 ) 32 ) 1028 ) 0 ) ) 0 ) ) 1 ) ),0,921
3322,( >= ( max ( / ( + ( - v0 v1 ) 8 ) 64 ) 0 ) ( - ( + ( max ( / ( + ( - v0 v1 ) 8 ) 64 ) 0 ) ( max ( - ( / ( + ( - v0 v1 ) 71 ) 64 ) ( max ( / ( + ( - v0 v1 ) 8 ) 64 ) 0 ) ) 0 ) ) 1 ) ),0,1076
3360,( == ( * ( / ( min ( - ( - ( - ( * ( min ( + ( * v2 128 ) ( + ( * v3 4 ) 131 ) ) ( * ( - ( + v4 v3 ) ( * v5 125 ) ) 4 ) ) 8 ) ( * v2 1024 ) ) ( * ( max ( / ( - ( min ( + ( + ( * v2 -128 ) ( min ( + ( * v2 128 ) ( + ( * v3 4 ) 131 ) ) ( * ( - ( + v4 v3 ) ( * v5 125 ) ) 4 ) ) ) ( * v3 -4 ) ) ( + ( + ( min ( + ( * v2 128 ) ( + ( * v3 4 ) 131 ) ) ( * ( - ( + v4 v3 ) ( * v5 125 ) ) 4 ) ) ( * v2 -128 ) ) ( - 63 ( * v3 4 ) ) ) ) 3 ) 63 ) 0 ) 504 ) ) ( * v3 32 ) ) 525 ) 4 ) 4 ) ( min ( - ( - ( - ( * ( min ( + ( * v2 128 ) ( + ( * v3 4 ) 131 ) ) ( * ( - ( + v4 v3 ) ( * v5 125 ) ) 4 ) ) 8 ) ( * v2 1024 ) ) ( * ( max ( / ( - ( min ( + ( + ( * v2 -128 ) ( min ( + ( * v2 128 ) ( + ( * v3 4 ) 131 ) ) ( * ( - ( + v4 v3 ) ( * v5 125 ) ) 4 ) ) ) ( * v3 -4 ) ) ( + ( + ( min ( + ( * v2 128 ) ( + ( * v3 4 ) 131 ) ) ( * ( - ( + v4 v3 ) ( * v5 125 ) ) 4 ) ) ( * v2 -128 ) ) ( - 63 ( * v3 4 ) ) ) ) 3 ) 63 ) 0 ) 504 ) ) ( * v3 32 ) ) 525 ) ),0,3424
3365,( >= ( / ( + ( + v0 v1 ) v2 ) 2 ) ( + ( + ( / ( + ( + ( - v0 1 ) v1 ) v2 ) 2 ) 1 ) 1 ) ),0,123
3380,( == ( - v0 5 ) ( - ( + ( - v0 5 ) ( - 11 ( max ( * ( - ( / ( + v1 v2 ) 8 ) v3 ) 8 ) 3 ) ) ) 1 ) ),0,132
3411,( >= ( / ( + ( + v0 v1 ) v2 ) 63 ) ( + ( + ( / ( + ( + ( - v0 1 ) v1 ) v2 ) 63 ) 1 ) 1 ) ),0,137
